actual,status,risk_score,risk_level
normal,NORMAL,7.52,LOW
neptune,ANOMALY,81.78,HIGH
normal,NORMAL,0.82,LOW
normal,NORMAL,18.21,LOW
normal,NORMAL,4.52,LOW
smurf,NORMAL,48.81,MEDIUM
neptune,ANOMALY,76.52,HIGH
mailbomb,NORMAL,21.53,LOW
warezmaster,NORMAL,50.66,MEDIUM
normal,NORMAL,15.06,LOW
back,NORMAL,15.49,LOW
warezmaster,NORMAL,47.21,MEDIUM
guess_passwd,NORMAL,20.82,LOW
neptune,ANOMALY,85.67,HIGH
normal,NORMAL,49.72,MEDIUM
normal,NORMAL,50.45,MEDIUM
neptune,ANOMALY,86.01,HIGH
normal,NORMAL,4.77,LOW
neptune,ANOMALY,86.61,HIGH
normal,NORMAL,10.69,LOW
normal,NORMAL,23.94,LOW
back,NORMAL,35.39,MEDIUM
normal,NORMAL,3.12,LOW
warezmaster,NORMAL,26.47,LOW
normal,NORMAL,0.56,LOW
neptune,ANOMALY,86.06,HIGH
sendmail,NORMAL,30.14,MEDIUM
smurf,NORMAL,48.7,MEDIUM
warezmaster,NORMAL,32.02,MEDIUM
normal,NORMAL,12.66,LOW
neptune,ANOMALY,76.54,HIGH
mscan,ANOMALY,82.48,HIGH
neptune,ANOMALY,79.05,HIGH
normal,NORMAL,0.89,LOW
neptune,ANOMALY,80.3,HIGH
satan,ANOMALY,81.49,HIGH
neptune,ANOMALY,75.92,HIGH
smurf,NORMAL,39.61,MEDIUM
mscan,ANOMALY,66.06,MEDIUM
normal,ANOMALY,64.65,MEDIUM
apache2,ANOMALY,76.02,HIGH
normal,NORMAL,34.82,MEDIUM
normal,NORMAL,4.1,LOW
normal,NORMAL,2.16,LOW
neptune,ANOMALY,86.75,HIGH
normal,NORMAL,3.87,LOW
snmpguess,NORMAL,26.63,LOW
snmpguess,NORMAL,26.5,LOW
normal,NORMAL,7.8,LOW
mailbomb,NORMAL,17.37,LOW
ipsweep,ANOMALY,55.82,MEDIUM
neptune,ANOMALY,85.76,HIGH
warezmaster,NORMAL,34.44,MEDIUM
normal,NORMAL,0.33,LOW
mscan,ANOMALY,66.06,MEDIUM
guess_passwd,NORMAL,12.6,LOW
normal,NORMAL,1.42,LOW
guess_passwd,NORMAL,10.19,LOW
smurf,ANOMALY,54.16,MEDIUM
normal,NORMAL,25.69,LOW
land,ANOMALY,91.22,HIGH
normal,NORMAL,34.12,MEDIUM
normal,NORMAL,12.15,LOW
normal,NORMAL,2.59,LOW
normal,NORMAL,0.34,LOW
neptune,ANOMALY,85.81,HIGH
normal,NORMAL,0.76,LOW
apache2,ANOMALY,53.86,MEDIUM
normal,NORMAL,16.68,LOW
neptune,ANOMALY,81.93,HIGH
normal,NORMAL,11.82,LOW
normal,ANOMALY,74.17,HIGH
normal,NORMAL,1.24,LOW
normal,NORMAL,3.08,LOW
back,NORMAL,23.02,LOW
normal,NORMAL,1.45,LOW
back,NORMAL,16.44,LOW
neptune,ANOMALY,81.5,HIGH
smurf,ANOMALY,52.19,MEDIUM
normal,NORMAL,0.32,LOW
normal,NORMAL,13.44,LOW
normal,NORMAL,32.97,MEDIUM
guess_passwd,NORMAL,10.51,LOW
neptune,ANOMALY,81.83,HIGH
neptune,ANOMALY,80.35,HIGH
mscan,ANOMALY,63.01,MEDIUM
normal,NORMAL,3.09,LOW
normal,NORMAL,43.12,MEDIUM
normal,NORMAL,1.87,LOW
mscan,ANOMALY,69.77,MEDIUM
smurf,ANOMALY,52.75,MEDIUM
normal,NORMAL,34.41,MEDIUM
apache2,ANOMALY,61.76,MEDIUM
warezmaster,NORMAL,36.43,MEDIUM
normal,NORMAL,3.94,LOW
guess_passwd,NORMAL,12.62,LOW
normal,NORMAL,2.22,LOW
apache2,ANOMALY,73.57,HIGH
normal,NORMAL,0.54,LOW
warezmaster,NORMAL,28.49,LOW
guess_passwd,NORMAL,28.92,LOW
satan,ANOMALY,94.44,HIGH
neptune,ANOMALY,82.09,HIGH
normal,NORMAL,31.05,MEDIUM
normal,NORMAL,8.81,LOW
apache2,ANOMALY,57.33,MEDIUM
normal,NORMAL,16.43,LOW
normal,NORMAL,3.94,LOW
neptune,ANOMALY,79.13,HIGH
neptune,ANOMALY,80.58,HIGH
mailbomb,NORMAL,26.94,LOW
normal,NORMAL,4.9,LOW
normal,NORMAL,0.89,LOW
normal,NORMAL,3.28,LOW
ipsweep,ANOMALY,52.77,MEDIUM
neptune,ANOMALY,81.1,HIGH
neptune,ANOMALY,75.19,HIGH
normal,NORMAL,28.53,LOW
normal,NORMAL,14.43,LOW
normal,NORMAL,1.54,LOW
normal,NORMAL,5.0,LOW
normal,NORMAL,22.13,LOW
normal,NORMAL,2.29,LOW
normal,NORMAL,3.37,LOW
normal,NORMAL,6.31,LOW
normal,NORMAL,2.36,LOW
neptune,ANOMALY,76.31,HIGH
neptune,ANOMALY,85.49,HIGH
normal,NORMAL,26.73,LOW
warezmaster,NORMAL,35.88,MEDIUM
normal,NORMAL,29.48,LOW
normal,NORMAL,1.55,LOW
normal,NORMAL,2.7,LOW
smurf,NORMAL,41.65,MEDIUM
neptune,ANOMALY,81.6,HIGH
neptune,ANOMALY,86.08,HIGH
mscan,ANOMALY,77.11,HIGH
warezmaster,NORMAL,23.1,LOW
neptune,ANOMALY,76.09,HIGH
neptune,ANOMALY,87.29,HIGH
normal,NORMAL,2.45,LOW
normal,NORMAL,2.6,LOW
processtable,ANOMALY,58.8,MEDIUM
normal,NORMAL,29.65,LOW
normal,NORMAL,5.37,LOW
neptune,ANOMALY,81.68,HIGH
guess_passwd,NORMAL,28.08,LOW
neptune,ANOMALY,79.21,HIGH
normal,NORMAL,9.35,LOW
normal,NORMAL,9.82,LOW
guess_passwd,NORMAL,27.75,LOW
neptune,ANOMALY,76.4,HIGH
neptune,ANOMALY,85.81,HIGH
neptune,ANOMALY,86.11,HIGH
normal,NORMAL,13.17,LOW
neptune,ANOMALY,81.72,HIGH
processtable,ANOMALY,53.59,MEDIUM
satan,ANOMALY,95.18,HIGH
neptune,ANOMALY,82.14,HIGH
normal,NORMAL,0.55,LOW
normal,NORMAL,9.94,LOW
normal,NORMAL,0.46,LOW
normal,NORMAL,7.31,LOW
normal,NORMAL,7.3,LOW
neptune,ANOMALY,86.44,HIGH
normal,NORMAL,39.06,MEDIUM
normal,NORMAL,1.67,LOW
snmpgetattack,NORMAL,26.88,LOW
normal,NORMAL,1.08,LOW
mscan,ANOMALY,86.24,HIGH
httptunnel,ANOMALY,61.71,MEDIUM
normal,NORMAL,0.41,LOW
normal,NORMAL,1.76,LOW
neptune,ANOMALY,74.6,HIGH
normal,NORMAL,22.26,LOW
normal,NORMAL,0.79,LOW
normal,NORMAL,1.63,LOW
normal,NORMAL,0.88,LOW
neptune,ANOMALY,86.9,HIGH
smurf,NORMAL,35.91,MEDIUM
normal,NORMAL,2.76,LOW
normal,NORMAL,10.79,LOW
normal,NORMAL,26.88,LOW
normal,NORMAL,1.57,LOW
apache2,ANOMALY,52.36,MEDIUM
ps,NORMAL,26.46,LOW
neptune,ANOMALY,74.82,HIGH
normal,NORMAL,50.09,MEDIUM
normal,NORMAL,17.99,LOW
saint,ANOMALY,93.65,HIGH
normal,NORMAL,4.73,LOW
normal,NORMAL,0.6,LOW
guess_passwd,NORMAL,9.48,LOW
neptune,ANOMALY,76.95,HIGH
warezmaster,ANOMALY,54.09,MEDIUM
normal,NORMAL,1.39,LOW
guess_passwd,NORMAL,9.7,LOW
normal,NORMAL,25.13,LOW
neptune,ANOMALY,81.88,HIGH
neptune,ANOMALY,79.25,HIGH
normal,NORMAL,20.36,LOW
smurf,ANOMALY,52.48,MEDIUM
normal,ANOMALY,77.44,HIGH
warezmaster,NORMAL,28.92,LOW
neptune,ANOMALY,80.59,HIGH
normal,NORMAL,49.98,MEDIUM
apache2,NORMAL,49.79,MEDIUM
neptune,ANOMALY,75.61,HIGH
normal,NORMAL,2.91,LOW
normal,NORMAL,1.24,LOW
ipsweep,ANOMALY,56.86,MEDIUM
processtable,NORMAL,50.32,MEDIUM
apache2,ANOMALY,59.96,MEDIUM
normal,NORMAL,1.11,LOW
neptune,ANOMALY,86.87,HIGH
satan,ANOMALY,61.75,MEDIUM
normal,NORMAL,39.55,MEDIUM
normal,NORMAL,19.57,LOW
apache2,ANOMALY,56.86,MEDIUM
warezmaster,NORMAL,32.1,MEDIUM
normal,NORMAL,35.97,MEDIUM
warezmaster,NORMAL,25.4,LOW
normal,NORMAL,2.99,LOW
processtable,ANOMALY,75.66,HIGH
normal,NORMAL,0.17,LOW
satan,ANOMALY,94.37,HIGH
normal,NORMAL,2.57,LOW
normal,NORMAL,10.76,LOW
normal,NORMAL,2.73,LOW
normal,NORMAL,0.53,LOW
normal,NORMAL,48.83,MEDIUM
normal,NORMAL,15.93,LOW
neptune,ANOMALY,91.82,HIGH
normal,NORMAL,0.63,LOW
neptune,ANOMALY,79.8,HIGH
normal,NORMAL,0.32,LOW
snmpgetattack,NORMAL,27.1,LOW
warezmaster,NORMAL,33.75,MEDIUM
mailbomb,NORMAL,12.73,LOW
normal,NORMAL,49.72,MEDIUM
normal,NORMAL,1.22,LOW
normal,NORMAL,26.66,LOW
apache2,ANOMALY,70.0,MEDIUM
neptune,ANOMALY,82.09,HIGH
normal,NORMAL,1.92,LOW
neptune,ANOMALY,93.67,HIGH
normal,NORMAL,2.19,LOW
normal,ANOMALY,58.88,MEDIUM
normal,NORMAL,49.62,MEDIUM
neptune,ANOMALY,82.15,HIGH
smurf,NORMAL,49.58,MEDIUM
normal,NORMAL,2.54,LOW
processtable,ANOMALY,67.95,MEDIUM
satan,ANOMALY,64.23,MEDIUM
normal,NORMAL,8.52,LOW
mscan,ANOMALY,81.5,HIGH
mscan,ANOMALY,81.92,HIGH
back,NORMAL,15.2,LOW
neptune,ANOMALY,77.09,HIGH
normal,NORMAL,1.91,LOW
normal,NORMAL,35.38,MEDIUM
normal,NORMAL,2.29,LOW
neptune,ANOMALY,81.73,HIGH
normal,NORMAL,26.55,LOW
httptunnel,ANOMALY,62.66,MEDIUM
smurf,NORMAL,45.27,MEDIUM
guess_passwd,NORMAL,12.58,LOW
neptune,ANOMALY,74.96,HIGH
normal,NORMAL,5.37,LOW
normal,NORMAL,41.35,MEDIUM
normal,NORMAL,9.47,LOW
neptune,ANOMALY,86.52,HIGH
normal,NORMAL,1.82,LOW
normal,NORMAL,6.29,LOW
apache2,ANOMALY,67.51,MEDIUM
normal,NORMAL,19.48,LOW
normal,NORMAL,45.19,MEDIUM
normal,NORMAL,2.3,LOW
normal,NORMAL,17.17,LOW
guess_passwd,NORMAL,10.53,LOW
neptune,ANOMALY,86.39,HIGH
normal,NORMAL,5.01,LOW
normal,NORMAL,2.54,LOW
normal,NORMAL,1.94,LOW
normal,NORMAL,1.89,LOW
neptune,ANOMALY,79.21,HIGH
processtable,NORMAL,45.08,MEDIUM
normal,NORMAL,26.57,LOW
normal,NORMAL,2.08,LOW
normal,NORMAL,19.87,LOW
normal,NORMAL,1.91,LOW
neptune,ANOMALY,81.37,HIGH
neptune,ANOMALY,82.04,HIGH
guess_passwd,NORMAL,23.18,LOW
normal,NORMAL,23.32,LOW
back,NORMAL,19.34,LOW
back,NORMAL,31.47,MEDIUM
normal,NORMAL,42.13,MEDIUM
neptune,ANOMALY,81.47,HIGH
nmap,ANOMALY,81.64,HIGH
neptune,ANOMALY,81.15,HIGH
normal,NORMAL,33.21,MEDIUM
neptune,ANOMALY,74.64,HIGH
apache2,ANOMALY,76.68,HIGH
neptune,ANOMALY,81.28,HIGH
guess_passwd,NORMAL,11.07,LOW
saint,ANOMALY,93.69,HIGH
apache2,ANOMALY,58.66,MEDIUM
neptune,ANOMALY,82.25,HIGH
mscan,ANOMALY,83.19,HIGH
normal,NORMAL,0.91,LOW
normal,NORMAL,28.21,LOW
normal,NORMAL,4.75,LOW
mailbomb,NORMAL,28.05,LOW
normal,NORMAL,0.62,LOW
guess_passwd,NORMAL,10.22,LOW
normal,NORMAL,1.42,LOW
normal,NORMAL,45.88,MEDIUM
smurf,ANOMALY,52.97,MEDIUM
guess_passwd,NORMAL,9.48,LOW
normal,NORMAL,23.04,LOW
neptune,ANOMALY,82.15,HIGH
neptune,ANOMALY,85.54,HIGH
neptune,ANOMALY,80.48,HIGH
guess_passwd,NORMAL,9.5,LOW
guess_passwd,NORMAL,21.06,LOW
normal,NORMAL,5.41,LOW
neptune,ANOMALY,82.37,HIGH
normal,NORMAL,10.02,LOW
processtable,ANOMALY,53.43,MEDIUM
normal,NORMAL,3.59,LOW
satan,ANOMALY,93.21,HIGH
guess_passwd,NORMAL,11.5,LOW
normal,NORMAL,18.24,LOW
normal,NORMAL,1.19,LOW
guess_passwd,NORMAL,9.93,LOW
normal,NORMAL,17.98,LOW
saint,ANOMALY,93.69,HIGH
neptune,ANOMALY,81.19,HIGH
saint,ANOMALY,60.09,MEDIUM
apache2,ANOMALY,60.69,MEDIUM
guess_passwd,NORMAL,24.02,LOW
normal,NORMAL,6.78,LOW
snmpgetattack,NORMAL,28.3,LOW
satan,ANOMALY,93.8,HIGH
guess_passwd,NORMAL,28.89,LOW
mscan,ANOMALY,75.4,HIGH
back,NORMAL,18.04,LOW
httptunnel,ANOMALY,62.66,MEDIUM
neptune,ANOMALY,86.71,HIGH
normal,NORMAL,0.71,LOW
neptune,ANOMALY,80.68,HIGH
neptune,ANOMALY,79.3,HIGH
neptune,ANOMALY,81.42,HIGH
satan,ANOMALY,98.07,HIGH
warezmaster,NORMAL,38.06,MEDIUM
normal,NORMAL,0.82,LOW
normal,NORMAL,0.93,LOW
mailbomb,NORMAL,24.57,LOW
normal,NORMAL,0.55,LOW
neptune,ANOMALY,85.97,HIGH
mscan,ANOMALY,87.31,HIGH
satan,ANOMALY,94.6,HIGH
normal,NORMAL,0.39,LOW
snmpgetattack,NORMAL,26.81,LOW
apache2,ANOMALY,55.05,MEDIUM
normal,NORMAL,38.7,MEDIUM
snmpgetattack,NORMAL,28.22,LOW
neptune,ANOMALY,86.76,HIGH
mscan,ANOMALY,79.12,HIGH
normal,NORMAL,21.42,LOW
normal,NORMAL,8.75,LOW
normal,NORMAL,1.23,LOW
saint,ANOMALY,52.6,MEDIUM
warezmaster,NORMAL,25.93,LOW
smurf,NORMAL,44.34,MEDIUM
neptune,ANOMALY,82.07,HIGH
smurf,ANOMALY,60.9,MEDIUM
normal,NORMAL,0.65,LOW
normal,NORMAL,0.76,LOW
apache2,ANOMALY,70.85,HIGH
normal,NORMAL,3.07,LOW
portsweep,ANOMALY,82.8,HIGH
neptune,ANOMALY,80.52,HIGH
smurf,NORMAL,37.3,MEDIUM
snmpgetattack,NORMAL,26.83,LOW
neptune,ANOMALY,74.56,HIGH
normal,NORMAL,19.34,LOW
normal,NORMAL,3.33,LOW
processtable,ANOMALY,75.6,HIGH
neptune,ANOMALY,74.51,HIGH
processtable,ANOMALY,66.42,MEDIUM
snmpgetattack,NORMAL,27.0,LOW
processtable,NORMAL,42.76,MEDIUM
smurf,ANOMALY,53.59,MEDIUM
normal,NORMAL,0.29,LOW
normal,ANOMALY,67.66,MEDIUM
neptune,ANOMALY,75.29,HIGH
snmpguess,NORMAL,26.06,LOW
normal,NORMAL,1.59,LOW
normal,NORMAL,28.82,LOW
normal,NORMAL,3.23,LOW
teardrop,NORMAL,43.41,MEDIUM
processtable,NORMAL,43.52,MEDIUM
normal,NORMAL,21.69,LOW
normal,NORMAL,6.67,LOW
normal,NORMAL,3.82,LOW
normal,NORMAL,0.21,LOW
normal,NORMAL,6.67,LOW
satan,ANOMALY,63.38,MEDIUM
smurf,NORMAL,35.73,MEDIUM
processtable,ANOMALY,54.25,MEDIUM
normal,NORMAL,0.97,LOW
normal,NORMAL,6.75,LOW
back,NORMAL,17.62,LOW
normal,NORMAL,3.16,LOW
satan,ANOMALY,95.08,HIGH
normal,NORMAL,18.81,LOW
neptune,ANOMALY,75.41,HIGH
normal,NORMAL,21.8,LOW
neptune,ANOMALY,81.9,HIGH
mailbomb,NORMAL,28.33,LOW
neptune,ANOMALY,82.07,HIGH
normal,NORMAL,2.35,LOW
neptune,ANOMALY,79.81,HIGH
normal,NORMAL,3.19,LOW
neptune,ANOMALY,76.27,HIGH
normal,NORMAL,2.79,LOW
neptune,ANOMALY,85.76,HIGH
mailbomb,NORMAL,25.31,LOW
normal,NORMAL,1.92,LOW
normal,NORMAL,2.25,LOW
neptune,ANOMALY,77.42,HIGH
smurf,NORMAL,40.1,MEDIUM
normal,NORMAL,0.62,LOW
normal,NORMAL,19.94,LOW
normal,NORMAL,0.58,LOW
neptune,ANOMALY,91.14,HIGH
processtable,ANOMALY,76.34,HIGH
normal,NORMAL,20.81,LOW
neptune,ANOMALY,76.4,HIGH
normal,NORMAL,1.81,LOW
normal,NORMAL,0.46,LOW
normal,NORMAL,3.52,LOW
normal,NORMAL,21.06,LOW
neptune,ANOMALY,82.34,HIGH
smurf,NORMAL,42.23,MEDIUM
neptune,ANOMALY,76.54,HIGH
normal,NORMAL,2.15,LOW
satan,ANOMALY,63.68,MEDIUM
normal,NORMAL,4.62,LOW
normal,NORMAL,49.2,MEDIUM
normal,NORMAL,29.14,LOW
neptune,ANOMALY,86.61,HIGH
neptune,ANOMALY,79.66,HIGH
neptune,ANOMALY,86.78,HIGH
normal,NORMAL,4.7,LOW
normal,NORMAL,22.67,LOW
processtable,ANOMALY,75.99,HIGH
normal,NORMAL,0.55,LOW
normal,NORMAL,20.18,LOW
guess_passwd,NORMAL,23.87,LOW
neptune,ANOMALY,80.35,HIGH
normal,NORMAL,11.26,LOW
normal,NORMAL,3.12,LOW
warezmaster,NORMAL,26.84,LOW
normal,NORMAL,1.05,LOW
normal,NORMAL,43.51,MEDIUM
normal,NORMAL,0.49,LOW
neptune,ANOMALY,81.77,HIGH
neptune,ANOMALY,76.38,HIGH
normal,NORMAL,13.68,LOW
normal,NORMAL,29.13,LOW
apache2,ANOMALY,58.79,MEDIUM
normal,NORMAL,27.87,LOW
normal,NORMAL,1.01,LOW
neptune,ANOMALY,80.39,HIGH
normal,NORMAL,6.12,LOW
normal,NORMAL,1.73,LOW
normal,NORMAL,3.51,LOW
normal,NORMAL,1.21,LOW
normal,NORMAL,0.58,LOW
neptune,ANOMALY,82.13,HIGH
normal,NORMAL,1.82,LOW
warezmaster,NORMAL,44.41,MEDIUM
normal,NORMAL,29.33,LOW
normal,NORMAL,22.65,LOW
normal,NORMAL,1.37,LOW
normal,NORMAL,7.52,LOW
mailbomb,NORMAL,28.06,LOW
normal,NORMAL,0.59,LOW
smurf,NORMAL,51.53,MEDIUM
satan,ANOMALY,66.21,MEDIUM
smurf,NORMAL,41.4,MEDIUM
normal,NORMAL,29.31,LOW
neptune,ANOMALY,82.16,HIGH
neptune,ANOMALY,86.72,HIGH
neptune,ANOMALY,85.5,HIGH
normal,NORMAL,3.19,LOW
neptune,ANOMALY,81.76,HIGH
normal,NORMAL,16.9,LOW
apache2,ANOMALY,52.52,MEDIUM
neptune,ANOMALY,86.9,HIGH
neptune,ANOMALY,86.92,HIGH
processtable,NORMAL,49.57,MEDIUM
apache2,ANOMALY,63.67,MEDIUM
normal,NORMAL,11.32,LOW
neptune,ANOMALY,81.31,HIGH
neptune,ANOMALY,81.54,HIGH
normal,NORMAL,6.06,LOW
normal,NORMAL,21.97,LOW
processtable,NORMAL,39.6,MEDIUM
normal,NORMAL,3.69,LOW
normal,NORMAL,49.72,MEDIUM
normal,NORMAL,29.85,LOW
guess_passwd,NORMAL,10.49,LOW
neptune,ANOMALY,76.76,HIGH
normal,NORMAL,1.2,LOW
normal,NORMAL,0.36,LOW
warezmaster,NORMAL,28.17,LOW
processtable,ANOMALY,76.31,HIGH
normal,NORMAL,0.72,LOW
neptune,ANOMALY,86.9,HIGH
guess_passwd,NORMAL,11.75,LOW
normal,NORMAL,6.37,LOW
guess_passwd,NORMAL,21.76,LOW
neptune,ANOMALY,81.27,HIGH
back,NORMAL,17.8,LOW
normal,NORMAL,1.19,LOW
neptune,ANOMALY,81.79,HIGH
warezmaster,NORMAL,15.92,LOW
warezmaster,NORMAL,28.45,LOW
normal,NORMAL,2.56,LOW
normal,NORMAL,3.9,LOW
pod,NORMAL,42.53,MEDIUM
ipsweep,NORMAL,51.6,MEDIUM
neptune,ANOMALY,74.99,HIGH
snmpguess,NORMAL,26.41,LOW
normal,NORMAL,28.71,LOW
snmpguess,NORMAL,26.5,LOW
neptune,ANOMALY,76.95,HIGH
normal,NORMAL,9.17,LOW
saint,ANOMALY,53.72,MEDIUM
smurf,NORMAL,47.36,MEDIUM
neptune,ANOMALY,77.17,HIGH
apache2,ANOMALY,64.88,MEDIUM
snmpguess,NORMAL,26.41,LOW
normal,NORMAL,0.38,LOW
neptune,ANOMALY,82.25,HIGH
mscan,ANOMALY,62.81,MEDIUM
normal,NORMAL,16.06,LOW
normal,NORMAL,27.39,LOW
normal,ANOMALY,73.48,HIGH
normal,NORMAL,1.37,LOW
normal,NORMAL,1.21,LOW
processtable,NORMAL,50.53,MEDIUM
neptune,ANOMALY,81.1,HIGH
normal,NORMAL,14.35,LOW
neptune,ANOMALY,87.3,HIGH
normal,NORMAL,4.29,LOW
neptune,ANOMALY,80.75,HIGH
normal,NORMAL,18.09,LOW
normal,NORMAL,3.59,LOW
normal,NORMAL,2.11,LOW
normal,NORMAL,14.84,LOW
normal,NORMAL,0.67,LOW
saint,ANOMALY,93.07,HIGH
normal,NORMAL,0.62,LOW
normal,NORMAL,5.48,LOW
neptune,ANOMALY,80.17,HIGH
mscan,ANOMALY,66.61,MEDIUM
normal,NORMAL,1.48,LOW
normal,NORMAL,25.0,LOW
normal,NORMAL,2.52,LOW
guess_passwd,NORMAL,9.37,LOW
normal,NORMAL,0.42,LOW
guess_passwd,NORMAL,11.79,LOW
neptune,ANOMALY,81.7,HIGH
neptune,ANOMALY,85.73,HIGH
warezmaster,ANOMALY,52.53,MEDIUM
satan,ANOMALY,68.65,MEDIUM
snmpgetattack,NORMAL,26.89,LOW
apache2,ANOMALY,52.43,MEDIUM
normal,NORMAL,0.61,LOW
normal,NORMAL,2.87,LOW
neptune,ANOMALY,81.1,HIGH
normal,NORMAL,0.64,LOW
warezmaster,NORMAL,28.32,LOW
normal,NORMAL,41.97,MEDIUM
normal,NORMAL,1.24,LOW
normal,NORMAL,49.21,MEDIUM
normal,NORMAL,2.56,LOW
back,NORMAL,16.81,LOW
neptune,ANOMALY,77.31,HIGH
processtable,ANOMALY,59.34,MEDIUM
neptune,ANOMALY,82.66,HIGH
normal,NORMAL,16.62,LOW
neptune,ANOMALY,74.58,HIGH
saint,ANOMALY,53.48,MEDIUM
warezmaster,NORMAL,26.8,LOW
satan,ANOMALY,91.73,HIGH
neptune,ANOMALY,80.9,HIGH
neptune,ANOMALY,87.38,HIGH
saint,ANOMALY,93.07,HIGH
neptune,ANOMALY,86.54,HIGH
neptune,ANOMALY,74.63,HIGH
normal,NORMAL,23.55,LOW
apache2,ANOMALY,53.58,MEDIUM
guess_passwd,NORMAL,8.95,LOW
neptune,ANOMALY,87.13,HIGH
normal,NORMAL,2.1,LOW
normal,NORMAL,4.88,LOW
normal,NORMAL,21.08,LOW
mscan,ANOMALY,72.39,HIGH
smurf,ANOMALY,51.97,MEDIUM
normal,NORMAL,50.46,MEDIUM
normal,NORMAL,18.84,LOW
neptune,ANOMALY,80.84,HIGH
normal,NORMAL,17.16,LOW
neptune,ANOMALY,80.89,HIGH
guess_passwd,NORMAL,11.28,LOW
apache2,ANOMALY,76.49,HIGH
normal,NORMAL,26.59,LOW
smurf,NORMAL,45.91,MEDIUM
normal,NORMAL,2.26,LOW
normal,NORMAL,7.67,LOW
normal,NORMAL,2.23,LOW
processtable,NORMAL,50.75,MEDIUM
smurf,NORMAL,43.37,MEDIUM
normal,NORMAL,5.57,LOW
neptune,ANOMALY,79.61,HIGH
neptune,ANOMALY,86.27,HIGH
neptune,ANOMALY,80.94,HIGH
normal,NORMAL,31.67,MEDIUM
neptune,ANOMALY,93.88,HIGH
normal,NORMAL,1.04,LOW
neptune,ANOMALY,82.32,HIGH
neptune,ANOMALY,76.34,HIGH
normal,NORMAL,1.66,LOW
saint,ANOMALY,93.72,HIGH
normal,NORMAL,3.23,LOW
normal,NORMAL,39.39,MEDIUM
neptune,ANOMALY,82.15,HIGH
normal,NORMAL,2.93,LOW
apache2,ANOMALY,55.22,MEDIUM
normal,NORMAL,3.93,LOW
warezmaster,NORMAL,32.0,MEDIUM
neptune,ANOMALY,86.42,HIGH
neptune,ANOMALY,79.44,HIGH
guess_passwd,NORMAL,9.41,LOW
normal,NORMAL,9.36,LOW
normal,NORMAL,1.36,LOW
normal,NORMAL,0.51,LOW
normal,NORMAL,0.76,LOW
normal,NORMAL,1.4,LOW
normal,NORMAL,3.21,LOW
normal,NORMAL,1.62,LOW
warezmaster,NORMAL,26.22,LOW
neptune,ANOMALY,80.36,HIGH
normal,NORMAL,3.88,LOW
neptune,ANOMALY,86.41,HIGH
normal,NORMAL,5.07,LOW
normal,NORMAL,20.1,LOW
normal,NORMAL,10.99,LOW
neptune,ANOMALY,89.24,HIGH
warezmaster,NORMAL,39.34,MEDIUM
normal,NORMAL,7.0,LOW
neptune,ANOMALY,83.31,HIGH
normal,NORMAL,1.35,LOW
snmpguess,NORMAL,26.68,LOW
neptune,ANOMALY,83.58,HIGH
guess_passwd,NORMAL,15.9,LOW
neptune,ANOMALY,81.61,HIGH
normal,NORMAL,1.06,LOW
normal,NORMAL,1.79,LOW
normal,NORMAL,32.94,MEDIUM
neptune,ANOMALY,84.82,HIGH
warezmaster,NORMAL,32.34,MEDIUM
normal,NORMAL,22.87,LOW
normal,NORMAL,0.57,LOW
normal,NORMAL,0.33,LOW
normal,NORMAL,1.05,LOW
normal,NORMAL,6.55,LOW
neptune,ANOMALY,80.54,HIGH
normal,NORMAL,0.58,LOW
apache2,ANOMALY,66.45,MEDIUM
normal,NORMAL,0.35,LOW
neptune,ANOMALY,83.16,HIGH
neptune,ANOMALY,76.34,HIGH
normal,NORMAL,1.77,LOW
normal,NORMAL,0.97,LOW
normal,NORMAL,3.12,LOW
processtable,ANOMALY,75.92,HIGH
smurf,NORMAL,47.62,MEDIUM
warezmaster,NORMAL,28.68,LOW
guess_passwd,NORMAL,29.91,LOW
processtable,NORMAL,49.83,MEDIUM
guess_passwd,NORMAL,14.2,LOW
normal,NORMAL,9.79,LOW
neptune,ANOMALY,80.9,HIGH
normal,NORMAL,0.46,LOW
normal,NORMAL,2.96,LOW
normal,NORMAL,0.64,LOW
httptunnel,ANOMALY,69.31,MEDIUM
normal,NORMAL,2.34,LOW
normal,NORMAL,22.0,LOW
neptune,ANOMALY,80.39,HIGH
normal,NORMAL,15.56,LOW
guess_passwd,NORMAL,12.45,LOW
neptune,ANOMALY,81.28,HIGH
neptune,ANOMALY,86.73,HIGH
satan,ANOMALY,63.59,MEDIUM
neptune,ANOMALY,80.5,HIGH
neptune,ANOMALY,75.52,HIGH
neptune,ANOMALY,81.0,HIGH
neptune,ANOMALY,86.52,HIGH
mscan,ANOMALY,72.41,HIGH
normal,NORMAL,2.44,LOW
normal,NORMAL,2.82,LOW
smurf,NORMAL,51.71,MEDIUM
httptunnel,ANOMALY,69.99,MEDIUM
normal,NORMAL,1.22,LOW
normal,NORMAL,0.23,LOW
warezmaster,NORMAL,26.49,LOW
satan,ANOMALY,62.12,MEDIUM
normal,NORMAL,1.37,LOW
guess_passwd,NORMAL,14.6,LOW
normal,NORMAL,49.62,MEDIUM
normal,NORMAL,0.31,LOW
normal,NORMAL,1.55,LOW
apache2,ANOMALY,59.1,MEDIUM
neptune,ANOMALY,76.11,HIGH
mailbomb,NORMAL,30.11,MEDIUM
